height_over_sea_level,fall,net_fall,flow,power_of_hydroelectrical_turbine
-1.342867297855251,-1.3032051400011806,-1.2409584415159427,-1.3595562105017038,1717.89
1.455974039549976,1.4862617483474752,1.5429857480356197,-1.0788053630034122,3056.77
-0.1691596402337042,-0.23828842210454873,-0.3298576551026894,1.728703111979502,5414.45
-0.2594448446661309,-0.3081648471633828,-0.2778593471932479,0.3249488744880448,4260.53
-1.4331525022876777,-1.4019638207509988,-1.3508331269245883,-1.0788053630034122,1978.39
-0.9817264801255443,-0.9510279577046568,-0.9556459868128345,-0.23655282050853804,3114.68
-1.2525820934228242,-1.230533657939993,-1.2269415063403541,-0.23655282050853804,2930.92
0.10169597306357583,0.08314313316608823,0.1697782600271583,-0.7980545155051209,3012.15
0.011410768631149155,-0.01934229025353586,0.039104251454737,-0.23655282050853804,3738.51
0.9142628129554159,0.9328404618815096,1.01983755454672,-1.3595562105017038,2470.63
-0.7108708668282643,-0.6622054007948085,-0.6441082985554002,-0.7980545155051209,2637.73
-0.2594448446661309,-0.31282327550063815,-0.3027281031499377,0.6056997219863363,4567.91
0.10169597306357583,0.08873324717079384,0.18650815039802218,-1.0788053630034122,2620.27
-0.7108708668282643,-0.6854975424810865,-0.7548873023624701,0.6056997219863363,4151.46
1.5462592439824026,1.5319143460525808,1.3883473019049342,1.728703111979502,7255.22
-0.8011560712606909,-0.7497838535352149,-0.7178102480270429,-1.0788053630034122,2260.59
-1.613722911152531,-1.612524781594952,-1.634336944830846,0.3249488744880448,3156.0
1.455974039549976,1.4918518623521821,1.562428593601759,-1.3595562105017038,2583.79
-1.884578524449811,-1.8827136251557777,-1.8599643852378995,-0.23655282050853804,2506.19
1.3656888351175493,1.39868329560707,1.4719967537592524,-1.3595562105017038,2565.78
-0.8914412756931176,-0.8485425342850327,-0.8249719782404132,-0.7980545155051209,2541.98
1.0045480173878425,0.9775613739191638,0.8774074067947719,1.4479522644812106,6432.8
-0.8011560712606909,-0.7926413942379659,-0.9312293900553581,1.4479522644812106,4572.62
1.185118426252696,1.1965075057701766,1.2368739701687361,-0.5173036680068295,3890.69
1.0045480173878425,1.0008535156054417,1.0107943705624698,0.04419802698975339,4687.82
0.10169597306357583,0.1921503562578682,0.22132440873738765,-1.6403070579999952,1851.07
1.5462592439824026,1.5412312027270916,1.451649589794689,1.167201416982919,6604.63
0.37255158636085584,0.34867354838965714,0.37777149166492424,0.04419802698975339,4321.12
1.5462592439824026,1.569181772750625,1.598601329538762,-0.5173036680068295,4035.79
0.9142628129554159,0.9272503478768026,1.0003947089805807,-1.0788053630034122,2900.22
0.19198117749600252,0.13904427321315496,0.06352084821221339,1.4479522644812106,5632.13
1.5462592439824026,1.5365727743898363,1.419998445849811,1.4479522644812106,6913.55
0.19198117749600252,0.18749192792061287,0.2963828358066679,-1.3595562105017038,2261.61
1.0045480173878425,0.9868782305936744,0.9361881026924017,0.8864505694846276,5843.72
0.9142628129554159,0.8890512355113069,0.8186267108971435,1.167201416982919,6097.29
0.46283679079328255,0.4511589718092799,0.513419251428684,-0.5173036680068295,3578.64
1.6365444484148293,1.6530334828212263,1.6438172494600154,0.04419802698975339,5017.36
0.011410768631149155,-0.010025433579023859,0.07934642018465178,-0.7980545155051209,2972.79
-0.8914412756931176,-0.842952420280327,-0.8082420878695493,-1.0788053630034122,2221.16
-1.342867297855251,-1.346994366371383,-1.4421692851655197,1.167201416982919,3755.61
-0.5303004579634109,-0.5830121190614638,-0.5265469067601408,0.04419802698975339,3756.28
0.8239776085229893,0.7958826687661948,0.728194871054637,1.167201416982919,6022.18
0.011410768631149155,-0.04729286027706922,-0.11734283147279961,1.4479522644812106,5436.88
-0.9817264801255443,-0.97897852772819,-1.112093069740371,1.4479522644812106,4244.6
-0.1691596402337042,-0.21965470875552606,-0.21229626330743118,0.6056997219863363,4634.29
1.2754036306851226,1.4033417239443253,1.3969383266899722,-1.6403070579999952,2081.66
-1.5234377067201044,-1.5100393581753293,-1.4982370258678734,-0.23655282050853804,2754.26
-1.342867297855251,-1.342335938034127,-1.4150397332127673,0.8864505694846276,3762.95
1.185118426252696,1.163898507409388,1.0582710864797849,1.4479522644812106,6601.37
1.3656888351175493,1.3688693542486348,1.349913769971869,0.3249488744880448,5316.82
-0.34973004909855754,-0.3873581288967289,-0.3004673071538745,-0.5173036680068295,3178.81
-1.7942933200173843,-1.7895450584106656,-1.769532545395393,-0.23655282050853804,2569.39
0.9142628129554159,0.8843928071740517,0.7869755669522654,1.4479522644812106,6351.92
-0.9817264801255443,-0.955686386041912,-0.9787061059726733,0.04419802698975339,3402.31
-0.6205856623958376,-0.5578566060402839,-0.5175037227758906,-1.3595562105017038,1994.79
1.0045480173878425,0.9729029455819084,0.8457562628498951,1.728703111979502,6642.82
-0.4400152535309842,-0.4646880392951717,-0.33664004309087764,-1.3595562105017038,2055.79
-0.34973004909855754,-0.40599184224575025,-0.39315994299244417,0.6056997219863363,4498.27
-1.1622968889903977,-1.1224581205156632,-1.0795376073970688,-1.0788053630034122,2098.99
-1.5234377067201044,-1.4951323874961109,-1.441264966767095,-1.0788053630034122,1935.13
0.19198117749600252,0.17165327157394364,0.2421237319011645,-0.5173036680068295,3451.51
0.8239776085229893,0.8238332387897283,0.87514661079871,-0.5173036680068295,3737.94
1.455974039549976,1.4713547776682576,1.486013688934841,-0.23655282050853804,4469.14
0.10169597306357583,0.04121727813078752,-0.05856213557516987,1.728703111979502,5748.63
0.7336924040905626,0.6980556736838275,0.6061118872672524,1.4479522644812106,6180.53
1.2754036306851226,1.2524086458172448,1.1170517823774146,1.728703111979502,6919.41
-0.34973004909855754,-0.3715194725500597,-0.24620820324837112,-1.3595562105017038,2086.52
-1.7040081155849578,-1.687059634991042,-1.6388585368229711,-0.7980545155051209,2120.8
-0.1691596402337042,-0.19636256706924804,-0.10151725950036124,-0.7980545155051209,2893.53
-1.7942933200173843,-1.7848866300734094,-1.7473767446339792,-0.5173036680068295,2327.54
-1.072011684557971,-1.0674886661360468,-1.1708737656380002,1.167201416982919,4193.77
1.5462592439824026,1.5794303150925872,1.6334175878781263,-1.0788053630034122,3076.49
-0.8011560712606909,-0.7786661092261986,-0.8453191422049767,0.6056997219863363,4063.35
1.185118426252696,1.2123461621168459,1.2911330740742395,-1.3595562105017038,2537.26
-1.4331525022876777,-1.4075539347557058,-1.3675630172954516,-0.7980545155051209,2266.22
-0.4400152535309842,-0.49450198065360695,-0.4587230268782609,0.3249488744880448,4135.26
