height_over_sea_level,fall,net_fall,flow,power_of_hydroelectrical_turbine
0.22307692307692312,0.22927447995941144,0.24952812844711364,0.16666666666666669,1717.89
0.858974358974359,0.836884830035515,0.8532295624463782,0.23333333333333334,3056.77
0.4897435897435898,0.46123795027904635,0.4471013604608409,0.9000000000000001,5414.45
0.46923076923076923,0.44601725012683935,0.45837725211422975,0.5666666666666668,4260.53
0.20256410256410257,0.20776255707762564,0.22570167912734398,0.23333333333333334,1978.39
0.30512820512820515,0.3059868087265348,0.31139845569309965,0.43333333333333335,3114.68
0.2435897435897436,0.24510400811770675,0.2525677166319402,0.43333333333333335,2930.92
0.5512820512820513,0.5312531709791987,0.5554479715651427,0.30000000000000004,3012.15
0.5307692307692308,0.5089294774226282,0.5271111655840177,0.43333333333333335,3738.51
0.735897435897436,0.7163368848300355,0.739784287290109,0.16666666666666669,2470.63
0.3666666666666667,0.3688990360223239,0.3789557543816643,0.30000000000000004,2637.73
0.46923076923076923,0.4450025367833589,0.4529844343669568,0.6333333333333333,4567.91
0.5512820512820513,0.5324708269913749,0.5590758671405809,0.23333333333333334,2620.27
0.3666666666666667,0.36382546930492154,0.3549332025983577,0.6333333333333333,4151.46
0.8794871794871795,0.8468290208016237,0.8196960411815174,0.9000000000000001,7255.22
0.3461538461538462,0.3498224251648909,0.3629734036033827,0.23333333333333334,2260.59
0.16153846153846155,0.16189751395230859,0.16422355680843237,0.5666666666666668,3156.0
0.858974358974359,0.8381024860476916,0.857445765412428,0.16666666666666669,2583.79
0.1,0.10304414003044138,0.11529599215590149,0.43333333333333335,2506.19
0.8384615384615385,0.8178082191780822,0.8378355190587081,0.16666666666666669,2565.78
0.3256410256410257,0.3283105022831052,0.3397352616742247,0.30000000000000004,2541.98
0.7564102564102564,0.7260781329274482,0.7088981492830003,0.8333333333333334,6432.8
0.3461538461538462,0.3404870624048707,0.31669322220860396,0.8333333333333334,4572.62
0.7974358974358975,0.77376966007103,0.7868488785390367,0.3666666666666667,3890.69
0.7564102564102564,0.7311516996448505,0.7378232626547372,0.5000000000000001,4687.82
0.5512820512820513,0.5549974632166412,0.5666258119867631,0.1,1851.07
0.8794871794871795,0.8488584474885845,0.8334232136291213,0.7666666666666666,6604.63
0.6128205128205128,0.589091831557585,0.6005515381786984,0.5000000000000001,4321.12
0.8794871794871795,0.8549467275494673,0.865289863953916,0.3666666666666667,4035.79
0.735897435897436,0.7151192288178589,0.7355680843240592,0.23333333333333334,2900.22
0.5717948717948719,0.543429731100964,0.5324059320995219,0.8333333333333334,5632.13
0.8794871794871795,0.8478437341451042,0.8265596274053192,0.8333333333333334,6913.55
0.5717948717948719,0.5539827498731609,0.5829023164603506,0.16666666666666669,2261.61
0.7564102564102564,0.728107559614409,0.7216448094129183,0.7,5843.72
0.735897435897436,0.7067985794013192,0.6961514891530827,0.7666666666666666,6097.29
0.6333333333333333,0.6114155251141552,0.6299669077092782,0.3666666666666667,3578.64
0.9,0.8732115677321158,0.8750949871307759,0.5000000000000001,5017.36
0.5307692307692308,0.5109589041095892,0.5358377252114229,0.30000000000000004,2972.79
0.3256410256410257,0.32952815829528154,0.3433631572496629,0.23333333333333334,2221.16
0.22307692307692312,0.21973617453069508,0.205895330310087,0.7666666666666666,3755.61
0.4076923076923077,0.3861491628614917,0.40444907464150026,0.5000000000000001,3756.28
0.7153846153846154,0.6865043125317098,0.6765412427993628,0.7666666666666666,6022.18
0.5307692307692308,0.5028411973617455,0.49318543939208237,0.8333333333333334,5436.88
0.30512820512820515,0.29989852866565203,0.2774727295011643,0.8333333333333334,4244.6
0.4897435897435898,0.4652968036529682,0.47259468072067656,0.6333333333333333,4634.29
0.8179487179487179,0.8188229325215627,0.8215590145851207,0.1,2081.66
0.18205128205128207,0.18422120750887871,0.19373697757078076,0.43333333333333335,2754.26
0.22307692307692312,0.22075088787417563,0.21177840421620303,0.7,3762.95
0.7974358974358975,0.7666666666666667,0.7481186419904399,0.8333333333333334,6601.37
0.8384615384615385,0.8113140537798075,0.8113616864811866,0.5666666666666668,5316.82
0.4487179487179488,0.4287671232876712,0.4534746905257998,0.3666666666666667,3178.81
0.12051282051282051,0.12333840690005071,0.1349062385096213,0.43333333333333335,2569.39
0.735897435897436,0.7057838660578388,0.6892879029292804,0.8333333333333334,6351.92
0.30512820512820515,0.30497209538305436,0.3063978428729012,0.5000000000000001,3402.31
0.38717948717948725,0.3916286149162862,0.4064100992768721,0.16666666666666669,1994.79
0.7564102564102564,0.7250634195839677,0.7020345630591984,0.9000000000000001,6642.82
0.42820512820512824,0.41192288178589553,0.4456305919843119,0.16666666666666669,2055.79
0.4487179487179488,0.42470826991374955,0.4333741880132369,0.6333333333333333,4498.27
0.2641025641025641,0.2686453576864535,0.28453241818850344,0.23333333333333334,2098.99
0.18205128205128207,0.1874682902080163,0.20609143277362416,0.23333333333333334,1935.13
0.5717948717948719,0.5505327245053273,0.5711361686481188,0.3666666666666667,3451.51
0.7153846153846154,0.6925925925925926,0.7084078931241575,0.3666666666666667,3737.94
0.858974358974359,0.8336377473363776,0.8408751072435348,0.43333333333333335,4469.14
0.5512820512820513,0.5221207508878744,0.5059320995220002,0.9000000000000001,5748.63
0.694871794871795,0.66519533231862,0.6500674102218408,0.8333333333333334,6180.53
0.8179487179487179,0.7859462201927958,0.760865302120358,0.9000000000000001,6919.41
0.4487179487179488,0.43221714865550487,0.46524083833803165,0.16666666666666669,2086.52
0.14102564102564102,0.145662100456621,0.16324304449074645,0.30000000000000004,2120.8
0.4897435897435898,0.47037037037037055,0.49661723250398326,0.30000000000000004,2893.53
0.12051282051282051,0.12435312024353126,0.1397107488662826,0.3666666666666667,2327.54
0.2846153846153846,0.2806189751395231,0.26472606937124643,0.7666666666666666,4193.77
0.8794871794871795,0.8571790969051244,0.8728398088000979,0.23333333333333334,3076.49
0.3461538461538462,0.3435312024353122,0.3353229562446378,0.6333333333333333,4063.35
0.7974358974358975,0.7772196854388636,0.7986150263512685,0.16666666666666669,2537.26
0.20256410256410257,0.20654490106544904,0.2220737835519059,0.30000000000000004,2266.22
0.42820512820512824,0.4054287163876207,0.4191567594067902,0.5666666666666668,4135.26
0.16153846153846155,0.16291222729578897,0.16912611839686234,0.5000000000000001,2932.27
0.7153846153846154,0.6936073059360732,0.7123299423949012,0.30000000000000004,3299.93
0.1,0.10202942668696097,0.11029537933570288,0.5000000000000001,2721.77
0.6743589743589744,0.6469304921359716,0.643203823998039,0.7,5566.34
0.4897435897435898,0.46732623033992904,0.4828900600563796,0.5000000000000001,3990.55
0.22307692307692312,0.22379502790461703,0.2279568574580218,0.5000000000000001,3128.97
0.9,0.8752409944190767,0.8849001103076357,0.3666666666666667,4117.9
0.7153846153846154,0.684474885844749,0.6628140703517589,0.9000000000000001,6451.24
0.46923076923076923,0.4512937595129376,0.4806348817257017,0.23333333333333334,2484.96
0.8179487179487179,0.7900050735667177,0.7863586223801936,0.6333333333333333,5669.32
0.7153846153846154,0.6960426179604262,0.7201740409363893,0.16666666666666669,2445.67
0.5512820512820513,0.5282090309487572,0.5417207991175391,0.5000000000000001,4157.42
0.5923076923076924,0.5667681380010149,0.5706459124892757,0.6333333333333333,4970.4
0.9,0.8681380010147135,0.846169873759039,0.8333333333333334,6986.26
0.5512820512820513,0.5302384576357179,0.5515259222943989,0.3666666666666667,3410.17
0.5512820512820513,0.5336884830035515,0.5632920701066307,0.16666666666666669,2232.56
0.6743589743589744,0.6554540842212075,0.6809535482289496,0.16666666666666669,2394.82
0.22307692307692312,0.22683916793505837,0.2416840299056257,0.30000000000000004,2315.89
0.14102564102564102,0.14058853373921867,0.13922049270743964,0.6333333333333333,3243.23
0.16153846153846155,0.16494165398274996,0.17893124157372226,0.3666666666666667,2438.06
0.42820512820512824,0.4332318619989852,0.44896433386444423,0.1,1704.59
0.9,0.8691527143581939,0.8530334599828411,0.7666666666666666,6673.84
0.18205128205128207,0.18016235413495696,0.1725579115087634,0.7,3517.58
0.5102564102564102,0.5144089294774226,0.5274053192793235,0.1,1802.07
0.5923076923076924,0.5718417047184172,0.5946684642725824,0.30000000000000004,3087.19
0.735897435897436,0.7098427194317607,0.7133104547125875,0.5666666666666668,5044.97
0.2641025641025641,0.2664129883307965,0.2769824733423215,0.3666666666666667,2702.84
0.18205128205128207,0.1832064941653983,0.18873636475058214,0.5000000000000001,2997.65
